osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
Bookmarks: 56233,78176,100119
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 8
TimelineZoom: 1.3

[Metadata]
Title:Neutralize (PTB10 Mix)
TitleUnicode:Neutralize (PTB10 Mix)
Artist:SiLiS
ArtistUnicode:SiLiS
Creator:thewhitewhale
Version:Rhyzinus Demo
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1

[Difficulty]
HPDrainRate:5
CircleSize:14
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
5,342.857142857143,4,2,0,30,1,0
15,-200,4,2,0,30,0,0
9605,-166.666666666667,4,2,0,30,0,0
9947,-142.857142857143,4,2,0,30,0,0
10290,-125,4,2,0,30,0,0
10633,-111.111111111111,4,2,0,30,0,0
10976,-100,4,2,0,30,0,0
23319,-1000,4,2,0,30,0,0
23662,-500,4,2,0,30,0,0
23747,-333.333333333333,4,2,0,30,0,0
23833,-250,4,2,0,30,0,0
23919,-200,4,2,0,30,0,0
24005,-153.846153846154,4,2,0,30,0,0
24090,-125,4,2,0,30,0,0
24176,-100,4,2,0,30,0,0
100119,-133.333333333333,4,2,0,30,0,0
101490,-200,4,2,0,30,0,0


[HitObjects]
54,192,1376,128,0,1890:0:0:0:0:
164,192,1890,128,0,2405:0:0:0:0:
91,192,2405,128,0,3776:0:0:0:0:
493,192,3776,128,0,6519:0:0:0:0:
164,192,4119,128,0,4462:0:0:0:0:
54,192,4633,128,0,4976:0:0:0:0:
128,192,5147,128,0,6176:0:0:0:0:
18,192,6519,128,0,6862:0:0:0:0:
237,192,6862,128,0,7376:0:0:0:0:
128,192,7376,128,0,7890:0:0:0:0:
201,192,7890,128,0,9262:0:0:0:0:
384,192,9262,128,0,12005:0:0:0:0:
128,192,9605,128,0,12005:0:0:0:0:
54,192,12347,1,0,0:0:0:0:
274,192,12347,1,0,0:0:0:0:
54,192,13205,1,0,0:0:0:0:
274,192,13376,1,0,0:0:0:0:
91,192,13719,1,0,0:0:0:0:
91,192,14233,1,0,0:0:0:0:
274,192,14576,1,0,0:0:0:0:
91,192,14747,1,0,0:0:0:0:
54,192,15090,1,0,0:0:0:0:
54,192,15605,1,0,0:0:0:0:
54,192,15947,1,0,0:0:0:0:
274,192,16119,1,0,0:0:0:0:
91,192,16462,1,0,0:0:0:0:
91,192,16976,1,0,0:0:0:0:
274,192,17319,1,0,0:0:0:0:
91,192,17490,1,0,0:0:0:0:
91,192,17662,1,0,0:0:0:0:
91,192,17833,1,0,0:0:0:0:
493,192,18176,1,0,0:0:0:0:
457,192,18433,1,0,0:0:0:0:
384,192,18690,1,0,0:0:0:0:
201,192,18690,1,0,0:0:0:0:
420,192,18862,1,0,0:0:0:0:
274,192,18862,1,0,0:0:0:0:
384,192,19033,128,0,19719:0:0:0:0:
201,192,19205,1,0,0:0:0:0:
201,192,19719,1,0,0:0:0:0:
18,192,20062,1,0,0:0:0:0:
201,192,20233,1,0,0:0:0:0:
237,192,20576,1,0,0:0:0:0:
237,192,21090,1,0,0:0:0:0:
237,192,21433,1,0,0:0:0:0:
18,192,21605,1,0,0:0:0:0:
201,192,21947,1,0,0:0:0:0:
201,192,22462,1,0,0:0:0:0:
18,192,22805,1,0,0:0:0:0:
201,192,22976,1,0,0:0:0:0:
201,192,23147,1,0,0:0:0:0:
201,192,23319,1,0,0:0:0:0:
128,192,23319,128,0,24176:0:0:0:0:
237,192,24176,1,0,0:0:0:0:
18,192,24347,1,0,0:0:0:0:
54,192,24690,1,0,0:0:0:0:
54,192,25205,1,0,0:0:0:0:
274,192,25547,1,0,0:0:0:0:
54,192,25719,1,0,0:0:0:0:
91,192,26062,1,0,0:0:0:0:
91,192,26576,1,0,0:0:0:0:
91,192,26919,1,0,0:0:0:0:
274,192,27090,1,0,0:0:0:0:
128,192,27433,1,0,0:0:0:0:
128,192,27947,1,0,0:0:0:0:
274,192,28290,1,0,0:0:0:0:
128,192,28462,1,0,0:0:0:0:
128,192,28633,1,0,0:0:0:0:
201,192,28805,128,0,29405:0:0:0:0:
128,192,28805,1,0,0:0:0:0:
420,192,29147,1,0,0:0:0:0:
384,192,29405,1,0,0:0:0:0:
91,192,29662,1,0,0:0:0:0:
457,192,29662,1,0,0:0:0:0:
18,192,29833,1,0,0:0:0:0:
